purchase_id,supplier_id,product_id,product_name,quantity,price_per_unit,total_amount,purchase_date
705,SUP-006,1003,Масляный фильтр,141,630.05,88837.59,2025-03-27
706,SUP-005,1003,Масляный фильтр,191,667.49,127489.87,2025-04-18
707,SUP-002,1008,Ремень ГРМ,54,1262.86,68194.49,2025-01-01
708,SUP-007,1002,Тормозные колодки задние,217,531.47,115328.13,2025-03-27
709,SUP-006,1014,Аккумулятор 75Ah,272,2658.12,723009.94,2025-10-07
710,SUP-010,1013,Аккумулятор 60Ah,71,2432.41,172700.96,2025-11-30
711,SUP-001,1008,Ремень ГРМ,103,1338.47,137861.95,2025-05-31
712,SUP-002,1001,Тормозные колодки передние,183,358.75,65651.93,2025-02-07
713,SUP-003,1011,Генератор,107,2165.73,231733.43,2025-02-08
714,SUP-010,1018,Щётки стеклоочистителя,67,2506.93,167964.03,2025-09-05
715,SUP-003,1001,Тормозные колодки передние,240,512.05,122891.88,2025-11-07
716,SUP-006,1014,Аккумулятор 75Ah,100,1664.27,166426.69,2025-04-16
717,SUP-009,1007,Амортизатор задний,229,1370.61,313869.18,2025-05-16
718,SUP-001,1010,Радиатор охлаждения,172,1413.79,243172.47,2025-07-21
719,SUP-006,1019,Лампы H4,271,2341.9,634656.02,2025-01-02
720,SUP-010,1014,Аккумулятор 75Ah,64,1953.46,125021.4,2025-09-03
721,SUP-003,1007,Амортизатор задний,69,917.37,63298.64,2025-11-23
722,SUP-002,1010,Радиатор охлаждения,61,1626.21,99199.03,2025-06-07
723,SUP-005,1013,Аккумулятор 60Ah,261,2050.23,535111.05,2025-02-16
724,SUP-007,1018,Щётки стеклоочистителя,218,2277.32,496456.16,2025-07-09
725,SUP-008,1006,Амортизатор передний,248,826.77,205039.0,2025-08-27
726,SUP-010,1009,Помпа водяная,135,1790.59,241729.65,2025-02-01
727,SUP-006,1005,Свечи зажигания,69,745.0,51404.75,2025-10-05
728,SUP-007,1014,Аккумулятор 75Ah,136,2264.32,307947.83,2025-09-25
729,SUP-008,1014,Аккумулятор 75Ah,294,2424.48,712797.57,2025-10-21
730,SUP-007,1008,Ремень ГРМ,263,1224.14,321948.58,2025-01-18
731,SUP-010,1017,Тормозная жидкость DOT-4,284,3040.64,863542.25,2025-03-17
732,SUP-003,1004,Воздушный фильтр,249,677.8,168771.09,2025-04-19
733,SUP-002,1007,Амортизатор задний,84,928.81,78019.72,2025-12-16
734,SUP-003,1014,Аккумулятор 75Ah,123,2796.72,343996.94,2025-11-01
735,SUP-002,1009,Помпа водяная,183,1851.41,338808.71,2025-02-14
736,SUP-005,1013,Аккумулятор 60Ah,223,2121.06,472996.6,2025-09-24
737,SUP-010,1015,Моторное масло 5W-40,26,2702.85,70274.15,2025-10-28
738,SUP-003,1017,Тормозная жидкость DOT-4,234,2060.34,482119.41,2025-03-17
739,SUP-010,1019,Лампы H4,71,3556.76,252530.09,2025-02-21
740,SUP-007,1010,Радиатор охлаждения,294,1992.12,585683.93,2025-05-16
741,SUP-008,1013,Аккумулятор 60Ah,268,2143.53,574465.01,2025-01-20
742,SUP-010,1006,Амортизатор передний,161,1041.78,167727.28,2025-11-08
743,SUP-006,1013,Аккумулятор 60Ah,39,1945.27,75865.41,2025-12-20
744,SUP-005,1008,Ремень ГРМ,45,1559.31,70169.06,2025-07-10
745,SUP-005,1001,Тормозные колодки передние,192,483.91,92911.07,2025-06-09
746,SUP-002,1009,Помпа водяная,271,1808.04,489979.84,2025-04-27
747,SUP-008,1005,Свечи зажигания,173,1211.47,209583.48,2025-06-14
748,SUP-002,1009,Помпа водяная,233,1599.11,372592.11,2025-04-07
749,SUP-007,1015,Моторное масло 5W-40,128,2864.63,366672.23,2025-09-06
750,SUP-009,1017,Тормозная жидкость DOT-4,211,3069.95,647759.4,2025-03-23
751,SUP-007,1003,Масляный фильтр,179,766.09,137129.85,2025-03-11
752,SUP-004,1017,Тормозная жидкость DOT-4,34,2147.58,73017.57,2025-01-30
753,SUP-006,1008,Ремень ГРМ,36,1342.34,48324.11,2025-12-27
754,SUP-008,1007,Амортизатор задний,160,1148.64,183782.01,2025-09-16
755,SUP-004,1013,Аккумулятор 60Ah,83,2266.32,188104.66,2025-07-10
756,SUP-008,1016,Антифриз G12,248,2039.74,505855.02,2025-10-28
757,SUP-005,1018,Щётки стеклоочистителя,199,2516.37,500758.33,2025-12-19
758,SUP-001,1003,Масляный фильтр,165,510.29,84198.5,2025-03-25
759,SUP-004,1019,Лампы H4,129,3449.95,445043.57,2025-12-13
760,SUP-009,1007,Амортизатор задний,157,1339.82,210351.97,2025-01-11
761,SUP-003,1001,Тормозные колодки передние,262,505.09,132333.84,2025-11-04
762,SUP-005,1001,Тормозные колодки передние,134,356.79,47809.57,2025-12-31
763,SUP-006,1009,Помпа водяная,236,1838.77,433950.54,2025-08-24
764,SUP-009,1009,Помпа водяная,131,1485.03,194538.39,2025-11-16
765,SUP-006,1013,Аккумулятор 60Ah,72,1508.27,108595.15,2025-10-15
766,SUP-002,1020,Лампы H7,164,2692.49,441567.59,2025-09-04
767,SUP-006,1003,Масляный фильтр,192,870.64,167161.99,2025-05-22
768,SUP-009,1009,Помпа водяная,172,1255.4,215928.3,2025-05-04
769,SUP-003,1002,Тормозные колодки задние,226,598.16,135183.96,2025-01-14
770,SUP-007,1016,Антифриз G12,171,2150.23,367688.56,2025-07-27
771,SUP-010,1013,Аккумулятор 60Ah,38,2155.9,81924.26,2025-04-08
772,SUP-008,1011,Генератор,133,1969.16,261898.3,2025-12-10
773,SUP-003,1012,Стартер,279,1715.2,478542.08,2025-12-03
774,SUP-008,1018,Щётки стеклоочистителя,112,2440.68,273355.72,2025-03-07
775,SUP-006,1009,Помпа водяная,113,1881.21,212576.93,2025-12-02
776,SUP-005,1003,Масляный фильтр,133,633.23,84219.76,2025-08-04
777,SUP-005,1011,Генератор,210,1554.05,326349.5,2025-08-26
778,SUP-010,1004,Воздушный фильтр,260,624.15,162280.2,2025-10-25
779,SUP-004,1020,Лампы H7,56,2979.16,166833.1,2025-09-14
780,SUP-007,1004,Воздушный фильтр,215,838.43,180261.88,2025-01-28
781,SUP-006,1005,Свечи зажигания,90,1220.98,109888.44,2025-07-29
782,SUP-003,1019,Лампы H4,254,2325.58,590696.82,2025-02-11
783,SUP-003,1016,Антифриз G12,190,2651.89,503859.91,2025-06-10
784,SUP-004,1002,Тормозные колодки задние,22,535.62,11783.55,2025-03-28
785,SUP-002,1019,Лампы H4,101,2871.08,289979.48,2025-03-08
786,SUP-007,1020,Лампы H7,242,3245.25,785351.58,2025-08-08
787,SUP-009,1016,Антифриз G12,216,1806.3,390161.52,2025-04-13
788,SUP-009,1012,Стартер,27,2336.61,63088.38,2025-04-08
789,SUP-004,1001,Тормозные колодки передние,22,441.0,9702.1,2025-04-26
790,SUP-007,1012,Стартер,179,1535.38,274832.54,2025-09-15
791,SUP-001,1019,Лампы H4,176,2363.06,415898.0,2025-06-02
792,SUP-010,1010,Радиатор охлаждения,253,1855.05,469327.33,2025-09-26
793,SUP-003,1011,Генератор,242,2165.77,524117.48,2025-06-25
794,SUP-003,1016,Антифриз G12,203,2812.66,570969.18,2025-07-26
795,SUP-003,1001,Тормозные колодки передние,136,350.47,47664.23,2025-04-19
796,SUP-006,1001,Тормозные колодки передние,278,338.02,93970.0,2025-12-31
797,SUP-005,1002,Тормозные колодки задние,212,662.96,140548.21,2025-10-01
798,SUP-001,1020,Лампы H7,44,3179.97,139918.89,2025-12-05
799,SUP-002,1004,Воздушный фильтр,30,621.71,18651.17,2025-08-02
800,SUP-005,1015,Моторное масло 5W-40,214,1857.58,397522.91,2025-08-31
801,SUP-001,1005,Свечи зажигания,125,1064.98,133121.98,2025-06-04
802,SUP-005,1014,Аккумулятор 75Ah,71,2394.98,170043.55,2025-11-15
803,SUP-002,1020,Лампы H7,90,2891.06,260195.62,2025-09-19
804,SUP-002,1020,Лампы H7,80,2666.47,213317.29,2025-09-12
805,SUP-009,1007,Амортизатор задний,122,1425.12,173864.92,2025-04-14
806,SUP-001,1012,Стартер,229,1710.12,391617.2,2025-10-08
807,SUP-008,1016,Антифриз G12,126,2729.08,343863.49,2025-06-19
808,SUP-002,1008,Ремень ГРМ,21,1009.56,21200.8,2025-02-26
809,SUP-002,1019,Лампы H4,272,2334.9,635093.5,2025-09-19
810,SUP-004,1003,Масляный фильтр,71,839.29,59589.75,2025-08-22
811,SUP-002,1010,Радиатор охлаждения,155,1617.85,250766.69,2025-03-31
812,SUP-006,1002,Тормозные колодки задние,168,508.06,85354.82,2025-08-07
813,SUP-001,1004,Воздушный фильтр,68,983.06,66848.12,2025-01-05
814,SUP-008,1005,Свечи зажигания,107,872.55,93362.52,2025-11-15
815,SUP-006,1009,Помпа водяная,67,1407.41,94296.69,2025-04-04
816,SUP-008,1004,Воздушный фильтр,225,780.11,175525.34,2025-05-20
817,SUP-003,1013,Аккумулятор 60Ah,264,2399.89,633570.03,2025-02-27
818,SUP-003,1005,Свечи зажигания,50,1215.32,60766.19,2025-02-23
819,SUP-008,1014,Аккумулятор 75Ah,267,2562.72,684245.64,2025-04-03
820,SUP-010,1020,Лампы H7,214,3485.62,745922.91,2025-01-15
821,SUP-002,1005,Свечи зажигания,267,1183.21,315916.79,2025-07-30
822,SUP-006,1015,Моторное масло 5W-40,43,1780.75,76572.4,2025-01-07
823,SUP-006,1017,Тормозная жидкость DOT-4,134,3293.5,441329.16,2025-09-23
824,SUP-004,1017,Тормозная жидкость DOT-4,68,2516.81,171142.96,2025-09-04
825,SUP-009,1012,Стартер,217,1556.09,337670.92,2025-11-10
826,SUP-003,1002,Тормозные колодки задние,25,593.02,14825.49,2025-09-16
827,SUP-002,1016,Антифриз G12,273,2973.71,811823.13,2025-09-09
828,SUP-005,1011,Генератор,143,1622.62,232035.01,2025-01-26
829,SUP-007,1017,Тормозная жидкость DOT-4,134,2684.46,359717.13,2025-07-26
830,SUP-010,1008,Ремень ГРМ,60,1344.32,80659.26,2025-08-18
831,SUP-002,1003,Масляный фильтр,275,667.65,183603.9,2025-09-12
832,SUP-001,1001,Тормозные колодки передние,72,390.77,28135.72,2025-10-13
833,SUP-010,1018,Щётки стеклоочистителя,20,3238.86,64777.26,2025-11-13
834,SUP-008,1010,Радиатор охлаждения,280,1706.1,477707.81,2025-06-24
835,SUP-008,1012,Стартер,47,2257.42,106098.65,2025-06-19
836,SUP-006,1018,Щётки стеклоочистителя,262,3074.99,805646.62,2025-08-20
837,SUP-004,1004,Воздушный фильтр,69,941.69,64976.88,2025-01-02
838,SUP-005,1011,Генератор,201,2109.14,423936.49,2025-10-08
839,SUP-001,1017,Тормозная жидкость DOT-4,211,2900.49,612002.73,2025-03-26
840,SUP-007,1016,Антифриз G12,91,2909.48,264762.88,2025-02-24
841,SUP-007,1009,Помпа водяная,120,1254.72,150566.8,2025-04-21
842,SUP-002,1015,Моторное масло 5W-40,117,2613.9,305826.84,2025-08-01
843,SUP-008,1002,Тормозные колодки задние,83,631.64,52426.41,2025-08-23
844,SUP-008,1019,Лампы H4,278,2312.05,642750.38,2025-01-03
845,SUP-007,1017,Тормозная жидкость DOT-4,44,2688.35,118287.29,2025-10-27
846,SUP-003,1016,Антифриз G12,280,2854.46,799248.81,2025-12-21
847,SUP-003,1019,Лампы H4,108,3250.53,351057.14,2025-02-23
848,SUP-007,1013,Аккумулятор 60Ah,184,2067.12,380350.79,2025-08-03
849,SUP-006,1020,Лампы H7,147,2651.43,389760.68,2025-05-31
850,SUP-010,1015,Моторное масло 5W-40,88,1876.18,165103.8,2025-12-25
851,SUP-009,1017,Тормозная жидкость DOT-4,173,3101.38,536538.92,2025-06-10
852,SUP-010,1018,Щётки стеклоочистителя,131,2301.33,301474.7,2025-05-29
853,SUP-003,1012,Стартер,87,2430.4,211445.0,2025-09-15
854,SUP-006,1018,Щётки стеклоочистителя,185,3065.53,567122.88,2025-10-15
855,SUP-009,1016,Антифриз G12,233,2710.23,631483.29,2025-05-27
856,SUP-001,1014,Аккумулятор 75Ah,26,2227.28,57909.18,2025-07-15
857,SUP-004,1005,Свечи зажигания,47,1051.88,49438.52,2025-05-17
858,SUP-003,1006,Амортизатор передний,166,1210.03,200865.68,2025-02-01
859,SUP-001,1010,Радиатор охлаждения,124,1878.23,232901.08,2025-07-03
860,SUP-009,1015,Моторное масло 5W-40,72,2485.54,178958.79,2025-04-25
861,SUP-005,1018,Щётки стеклоочистителя,219,2356.39,516050.11,2025-12-21
862,SUP-006,1002,Тормозные колодки задние,215,516.27,110997.27,2025-10-10
863,SUP-004,1002,Тормозные колодки задние,26,623.1,16200.63,2025-11-14
864,SUP-006,1015,Моторное масло 5W-40,135,2862.15,386389.59,2025-10-29
865,SUP-004,1018,Щётки стеклоочистителя,120,3164.22,379706.41,2025-05-31
866,SUP-002,1015,Моторное масло 5W-40,110,2953.9,324929.33,2025-04-06
867,SUP-001,1006,Амортизатор передний,283,871.61,246666.28,2025-08-08
868,SUP-010,1009,Помпа водяная,155,1207.3,187132.26,2025-05-11
869,SUP-003,1001,Тормозные колодки передние,189,404.92,76530.74,2025-01-21
870,SUP-010,1005,Свечи зажигания,185,1013.36,187472.0,2025-12-05
871,SUP-009,1010,Радиатор охлаждения,271,1910.92,517858.61,2025-07-03
872,SUP-003,1003,Масляный фильтр,182,697.02,126858.21,2025-09-24
873,SUP-009,1003,Масляный фильтр,278,559.76,155614.37,2025-10-02
874,SUP-004,1013,Аккумулятор 60Ah,67,1893.08,126836.25,2025-12-06
875,SUP-004,1011,Генератор,189,1651.78,312186.02,2025-11-13
876,SUP-001,1017,Тормозная жидкость DOT-4,263,3320.2,873212.41,2025-02-28
877,SUP-010,1012,Стартер,248,1652.37,409786.59,2025-11-15
878,SUP-006,1008,Ремень ГРМ,40,1511.91,60476.54,2025-07-15
879,SUP-005,1004,Воздушный фильтр,217,715.47,155256.07,2025-01-13
880,SUP-009,1017,Тормозная жидкость DOT-4,211,2632.89,555539.88,2025-08-17
881,SUP-004,1016,Антифриз G12,42,2200.19,92407.81,2025-06-14
882,SUP-003,1017,Тормозная жидкость DOT-4,62,3251.2,201574.51,2025-10-03
883,SUP-004,1018,Щётки стеклоочистителя,23,2940.4,67629.19,2025-12-10
884,SUP-004,1007,Амортизатор задний,237,1464.07,346985.52,2025-10-03
885,SUP-003,1014,Аккумулятор 75Ah,56,2496.27,139791.06,2025-01-13
886,SUP-002,1015,Моторное масло 5W-40,189,1748.31,330429.65,2025-01-28
887,SUP-010,1006,Амортизатор передний,148,1134.85,167957.88,2025-04-27
888,SUP-007,1009,Помпа водяная,228,1420.13,323788.93,2025-08-10
889,SUP-002,1011,Генератор,28,1679.76,47033.4,2025-10-01
890,SUP-010,1001,Тормозные колодки передние,52,470.09,24444.74,2025-01-24
891,SUP-002,1003,Масляный фильтр,203,848.02,172147.63,2025-05-29
892,SUP-008,1010,Радиатор охлаждения,64,1453.37,93015.4,2025-07-15
893,SUP-009,1013,Аккумулятор 60Ah,35,2033.24,71163.26,2025-04-23
894,SUP-009,1005,Свечи зажигания,220,1118.3,246026.99,2025-06-01
895,SUP-006,1005,Свечи зажигания,172,1055.58,181559.2,2025-01-06
896,SUP-001,1018,Щётки стеклоочистителя,92,2184.85,201006.45,2025-10-21
897,SUP-002,1020,Лампы H7,221,3086.3,682072.49,2025-06-06
898,SUP-009,1007,Амортизатор задний,196,1042.92,204412.8,2025-03-14
899,SUP-005,1006,Амортизатор передний,114,932.47,106301.9,2025-04-10
900,SUP-010,1004,Воздушный фильтр,112,901.94,101017.29,2025-01-28
901,SUP-002,1018,Щётки стеклоочистителя,256,2967.01,759555.01,2025-05-29
902,SUP-010,1003,Масляный фильтр,148,536.83,79450.23,2025-09-07
903,SUP-004,1011,Генератор,202,1425.01,287851.97,2025-02-21
904,SUP-006,1010,Радиатор охлаждения,55,2010.11,110555.87,2025-09-06
905,SUP-005,1015,Моторное масло 5W-40,188,2485.84,467337.28,2025-12-22
906,SUP-006,1019,Лампы H4,98,2990.74,293092.95,2025-06-11
907,SUP-004,1014,Аккумулятор 75Ah,106,1605.8,170214.62,2025-04-24
908,SUP-003,1014,Аккумулятор 75Ah,161,2608.13,419909.26,2025-12-14
909,SUP-006,1011,Генератор,265,1751.28,464088.45,2025-06-06
910,SUP-010,1016,Антифриз G12,75,2037.29,152796.73,2025-02-11
911,SUP-004,1009,Помпа водяная,91,1835.32,167014.13,2025-05-15
912,SUP-009,1003,Масляный фильтр,58,834.54,48403.29,2025-11-20
913,SUP-004,1001,Тормозные колодки передние,227,473.07,107386.9,2025-01-19
914,SUP-009,1018,Щётки стеклоочистителя,153,2815.2,430726.21,2025-08-30
915,SUP-010,1005,Свечи зажигания,207,906.06,187554.76,2025-05-29
916,SUP-002,1005,Свечи зажигания,257,963.09,247514.04,2025-07-23
917,SUP-004,1012,Стартер,277,1411.12,390880.59,2025-11-11
918,SUP-003,1006,Амортизатор передний,283,884.22,250234.94,2025-04-02
919,SUP-008,1019,Лампы H4,94,3259.07,306352.93,2025-07-03
920,SUP-004,1002,Тормозные колодки задние,132,628.44,82954.31,2025-02-02
921,SUP-004,1009,Помпа водяная,209,1293.07,270250.67,2025-09-23
922,SUP-008,1012,Стартер,218,1893.16,412708.43,2025-01-24
923,SUP-009,1002,Тормозные колодки задние,185,430.97,79728.99,2025-11-21
924,SUP-010,1009,Помпа водяная,154,1577.37,242915.12,2025-03-31
925,SUP-002,1013,Аккумулятор 60Ah,213,1910.96,407034.24,2025-09-22
926,SUP-004,1009,Помпа водяная,212,1902.46,403320.7,2025-09-22
927,SUP-006,1013,Аккумулятор 60Ah,200,2419.39,483878.27,2025-09-07
928,SUP-003,1016,Антифриз G12,23,2477.48,56982.04,2025-08-14
929,SUP-005,1006,Амортизатор передний,137,846.25,115936.65,2025-04-19
930,SUP-010,1005,Свечи зажигания,115,782.61,90000.45,2025-03-02
931,SUP-002,1008,Ремень ГРМ,232,1608.38,373144.04,2025-09-04
932,SUP-003,1016,Антифриз G12,265,2084.45,552379.34,2025-11-28
933,SUP-003,1014,Аккумулятор 75Ah,31,1892.4,58664.54,2025-10-21
934,SUP-009,1019,Лампы H4,102,2312.19,235843.42,2025-01-21
935,SUP-005,1019,Лампы H4,95,2188.06,207865.83,2025-04-03
936,SUP-010,1017,Тормозная жидкость DOT-4,227,2754.08,625177.17,2025-11-23
937,SUP-004,1001,Тормозные колодки передние,165,513.13,84666.8,2025-08-18
938,SUP-003,1020,Лампы H7,261,3631.05,947703.78,2025-04-23
939,SUP-003,1014,Аккумулятор 75Ah,93,2553.54,237479.15,2025-11-16
940,SUP-006,1017,Тормозная жидкость DOT-4,155,2139.0,331545.53,2025-08-21
941,SUP-007,1020,Лампы H7,55,2579.19,141855.6,2025-03-09
942,SUP-009,1004,Воздушный фильтр,28,691.06,19349.59,2025-12-17
943,SUP-003,1014,Аккумулятор 75Ah,96,2326.61,223354.87,2025-09-01
944,SUP-009,1020,Лампы H7,39,3648.29,142283.38,2025-09-15
945,SUP-003,1004,Воздушный фильтр,67,817.01,54739.56,2025-11-05
946,SUP-007,1018,Щётки стеклоочистителя,20,3345.45,66909.07,2025-09-25
947,SUP-009,1014,Аккумулятор 75Ah,209,2649.79,553805.93,2025-08-08
948,SUP-007,1008,Ремень ГРМ,266,1592.17,423516.34,2025-06-29
949,SUP-005,1019,Лампы H4,70,2770.15,193910.21,2025-09-02
950,SUP-009,1008,Ремень ГРМ,62,1212.45,75171.9,2025-07-29
951,SUP-001,1009,Помпа водяная,116,1104.51,128123.43,2025-10-23
952,SUP-007,1017,Тормозная жидкость DOT-4,80,2640.66,211252.85,2025-12-02
953,SUP-002,1007,Амортизатор задний,181,1175.97,212850.65,2025-03-21
954,SUP-009,1014,Аккумулятор 75Ah,149,1913.56,285120.96,2025-08-05
955,SUP-007,1019,Лампы H4,207,3063.71,634188.4,2025-04-15
956,SUP-009,1014,Аккумулятор 75Ah,267,1814.46,484461.76,2025-10-12
957,SUP-010,1016,Антифриз G12,149,3134.49,467038.44,2025-06-26
958,SUP-002,1013,Аккумулятор 60Ah,90,2461.87,221568.64,2025-04-28
959,SUP-009,1015,Моторное масло 5W-40,102,1827.86,186441.23,2025-07-25
960,SUP-001,1011,Генератор,46,1456.72,67009.1,2025-02-16
961,SUP-007,1005,Свечи зажигания,261,1186.08,309566.21,2025-02-15
962,SUP-002,1003,Масляный фильтр,154,583.16,89807.23,2025-11-08
963,SUP-007,1002,Тормозные колодки задние,216,679.21,146708.39,2025-11-11
964,SUP-010,1017,Тормозная жидкость DOT-4,166,2914.04,483730.36,2025-01-30
965,SUP-004,1006,Амортизатор передний,273,1063.38,290303.62,2025-12-03
966,SUP-010,1017,Тормозная жидкость DOT-4,166,2177.51,361467.28,2025-09-19
967,SUP-001,1017,Тормозная жидкость DOT-4,138,2776.65,383177.11,2025-07-04
968,SUP-002,1008,Ремень ГРМ,20,1731.73,34634.69,2025-05-22
969,SUP-007,1013,Аккумулятор 60Ah,200,2253.37,450673.96,2025-10-28
970,SUP-002,1007,Амортизатор задний,285,910.37,259456.13,2025-02-16
971,SUP-009,1018,Щётки стеклоочистителя,165,3089.21,509719.33,2025-10-26
972,SUP-005,1012,Стартер,197,2411.45,475056.05,2025-04-26
973,SUP-007,1020,Лампы H7,119,2950.35,351091.93,2025-10-22
974,SUP-009,1001,Тормозные колодки передние,153,339.38,51925.57,2025-02-24
975,SUP-006,1018,Щётки стеклоочистителя,57,2754.75,157020.96,2025-03-01
976,SUP-010,1017,Тормозная жидкость DOT-4,151,3148.46,475417.62,2025-05-09
977,SUP-004,1015,Моторное масло 5W-40,213,2418.04,515042.51,2025-06-23
978,SUP-001,1015,Моторное масло 5W-40,255,2843.07,724982.31,2025-09-04
979,SUP-004,1004,Воздушный фильтр,152,630.4,95820.71,2025-12-13
980,SUP-006,1008,Ремень ГРМ,181,1309.32,236986.83,2025-09-22
981,SUP-005,1018,Щётки стеклоочистителя,24,3051.23,73229.47,2025-05-08
982,SUP-006,1010,Радиатор охлаждения,67,1559.04,104455.52,2025-02-08
983,SUP-006,1018,Щётки стеклоочистителя,111,2714.83,301346.48,2025-04-22
984,SUP-004,1019,Лампы H4,157,2387.89,374898.03,2025-09-13
985,SUP-005,1007,Амортизатор задний,140,1396.41,195498.05,2025-04-16
986,SUP-010,1008,Ремень ГРМ,123,1626.21,200023.26,2025-07-02
987,SUP-002,1005,Свечи зажигания,74,762.94,56457.28,2025-12-13
988,SUP-009,1016,Антифриз G12,23,2831.73,65129.78,2025-01-22
989,SUP-008,1016,Антифриз G12,210,2637.9,553959.23,2025-10-22
990,SUP-009,1009,Помпа водяная,271,1250.87,338985.58,2025-05-24
991,SUP-003,1013,Аккумулятор 60Ah,133,2343.94,311744.09,2025-01-28
992,SUP-009,1017,Тормозная жидкость DOT-4,236,2581.61,609259.04,2025-01-17
993,SUP-003,1017,Тормозная жидкость DOT-4,197,2461.05,484826.18,2025-08-23
994,SUP-001,1004,Воздушный фильтр,285,807.03,230004.05,2025-01-07
995,SUP-006,1007,Амортизатор задний,214,1292.18,276526.64,2025-07-05
996,SUP-005,1020,Лампы H7,152,2508.8,381337.83,2025-05-02
997,SUP-006,1009,Помпа водяная,261,1890.78,493494.79,2025-07-07
998,SUP-007,1006,Амортизатор передний,275,1054.37,289950.58,2025-12-25
999,SUP-005,1012,Стартер,206,2297.04,473190.73,2025-08-19
1000,SUP-004,1006,Амортизатор передний,87,1387.56,120718.02,2025-02-21
1001,SUP-007,1009,Помпа водяная,140,1558.16,218141.78,2025-04-11
1002,SUP-001,1005,Свечи зажигания,96,948.32,91038.55,2025-04-01
1003,SUP-009,1014,Аккумулятор 75Ah,275,1761.37,484375.66,2025-10-01
1004,SUP-009,1011,Генератор,269,1592.53,428391.47,2025-10-18
1005,SUP-003,1002,Тормозные колодки задние,223,429.69,95821.41,2025-01-31
1006,SUP-002,1007,Амортизатор задний,150,1221.66,183249.62,2025-08-19
1007,SUP-009,1011,Генератор,153,1651.94,252746.51,2025-10-13
1008,SUP-002,1009,Помпа водяная,196,1116.36,218807.37,2025-06-29
1009,SUP-009,1020,Лампы H7,121,3151.81,381368.85,2025-03-31
1010,SUP-009,1010,Радиатор охлаждения,201,1492.58,300008.83,2025-09-07
1011,SUP-005,1015,Моторное масло 5W-40,60,2185.87,131151.93,2025-08-26
1012,SUP-006,1005,Свечи зажигания,105,1036.3,108812.01,2025-08-04
1013,SUP-002,1020,Лампы H7,227,3600.69,817355.78,2025-02-10
1014,SUP-006,1006,Амортизатор передний,195,936.93,182701.5,2025-12-01
1015,SUP-007,1010,Радиатор охлаждения,156,1744.85,272196.05,2025-05-19
1016,SUP-009,1015,Моторное масло 5W-40,205,2653.57,543981.19,2025-08-19
1017,SUP-001,1014,Аккумулятор 75Ah,105,1820.66,191169.66,2025-03-06
1018,SUP-002,1008,Ремень ГРМ,148,1705.33,252388.54,2025-04-18
1019,SUP-002,1006,Амортизатор передний,223,861.81,192182.65,2025-08-31
1020,SUP-007,1018,Щётки стеклоочистителя,47,2039.55,95858.73,2025-09-26
1021,SUP-003,1003,Масляный фильтр,73,598.42,43684.63,2025-02-13
1022,SUP-005,1013,Аккумулятор 60Ah,178,1758.03,312928.53,2025-08-15
1023,SUP-003,1005,Свечи зажигания,87,976.54,84958.96,2025-01-15
1024,SUP-006,1002,Тормозные колодки задние,202,658.11,132938.35,2025-09-01
1025,SUP-009,1015,Моторное масло 5W-40,296,2891.94,856015.25,2025-08-16
1026,SUP-010,1005,Свечи зажигания,296,792.94,234711.49,2025-08-22
1027,SUP-009,1019,Лампы H4,242,2924.45,707716.7,2025-06-08
1028,SUP-002,1012,Стартер,266,1966.65,523129.31,2025-08-15
1029,SUP-003,1010,Радиатор охлаждения,207,1570.98,325193.57,2025-06-05
1030,SUP-003,1001,Тормозные колодки передние,20,417.75,8354.92,2025-06-26
1031,SUP-008,1010,Радиатор охлаждения,260,1681.59,437213.14,2025-09-02
1032,SUP-005,1010,Радиатор охлаждения,24,1889.28,45342.77,2025-11-02
1033,SUP-004,1008,Ремень ГРМ,23,1411.16,32456.66,2025-07-30
1034,SUP-003,1018,Щётки стеклоочистителя,243,2592.13,629887.13,2025-11-27
1035,SUP-002,1013,Аккумулятор 60Ah,213,1748.17,372359.46,2025-08-05
1036,SUP-010,1008,Ремень ГРМ,284,1573.4,446846.66,2025-12-22
1037,SUP-009,1009,Помпа водяная,165,1634.98,269771.21,2025-05-18
1038,SUP-003,1014,Аккумулятор 75Ah,116,2624.18,304404.7,2025-03-11
1039,SUP-010,1010,Радиатор охлаждения,76,1773.2,134763.46,2025-08-20
1040,SUP-001,1009,Помпа водяная,271,1254.93,340085.02,2025-03-19
1041,SUP-002,1002,Тормозные колодки задние,293,406.64,119145.3,2025-05-25
1042,SUP-001,1009,Помпа водяная,84,1690.04,141963.08,2025-04-30
1043,SUP-004,1003,Масляный фильтр,97,505.52,49035.62,2025-06-25
1044,SUP-008,1014,Аккумулятор 75Ah,179,2542.87,455173.8,2025-07-10
1045,SUP-003,1015,Моторное масло 5W-40,36,2121.07,76358.41,2025-01-29
1046,SUP-008,1009,Помпа водяная,220,1158.89,254956.32,2025-04-03
1047,SUP-001,1007,Амортизатор задний,148,1451.64,214843.35,2025-03-04
1048,SUP-008,1008,Ремень ГРМ,217,1578.42,342516.92,2025-05-07
1049,SUP-002,1002,Тормозные колодки задние,121,538.25,65128.3,2025-09-24
1050,SUP-005,1007,Амортизатор задний,262,1162.66,304616.4,2025-06-15
1051,SUP-009,1006,Амортизатор передний,41,1246.83,51120.22,2025-09-24
1052,SUP-005,1004,Воздушный фильтр,149,816.55,121666.44,2025-04-12
1053,SUP-004,1012,Стартер,46,2306.84,106114.67,2025-02-27
